sr_no,sector,line_ministry,implementing_agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion_date,revised_completion_date,sanction_date,cost_overrun_percent,expenditure_ratio,snapshot_month
301,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709770,City Gas Distribution Project at Pathankot District,151,151.0,8.81,2,30/09/2033,30/09/2033,29/03/2022,0.0,5.8344370860927155,Jan_2026
302,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709791,City Gas Distribution Projects at Alipurduar and Cooch Behar,1017,1017.0,216.59,42,31/03/2030,31/03/2030,21/12/2022,0.0,21.296951819075712,Jan_2026
303,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709792,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and Sheohar districts",3638,3638.0,445.93,31,31/03/2030,31/03/2030,21/12/2022,0.0,12.257559098405718,Jan_2026
304,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709794,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",3207,3207.0,378.93,28,30/06/2030,30/06/2030,21/12/2022,0.0,11.815715622076707,Jan_2026
305,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709793,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",3919,3919.0,476.66,26,30/06/2030,30/06/2030,21/12/2022,0.0,12.162796631793825,Jan_2026
306,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709795,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",16654,16654.0,660.14,14,30/06/2030,30/06/2030,21/12/2022,0.0,3.9638525279212202,Jan_2026
307,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709796,City Gas Distribution Projects at the Nilgiris and Erode districts,3685,3685.0,268.96,23,31/03/2030,31/03/2030,21/12/2022,0.0,7.298778833107191,Jan_2026
308,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,617836,Coke Drum Structure Package,635,635.28,171.47,53,31/12/2025,30/09/2026,20/12/2022,0.04409448818897208,27.003149606299214,Jan_2026
309,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709838,Commercial Polymer Flooding Project in Bechraji field,621,739.02,153.79,28,30/11/2024,31/05/2027,21/01/2022,19.004830917874393,24.764895330112722,Jan_2026
310,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709780,Construction of Additional Tankages and Allied Facilities at JNPT Terminal,341,436.14,284.84,57,31/08/2026,31/08/2026,19/04/2022,27.90029325513196,83.53079178885629,Jan_2026
311,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,616858,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing & transportation of natural Gas to be produced from Baghjan Field",431,430.76,340.1,89,31/03/2024,31/03/2026,29/12/2020,-0.055684454756382624,78.90951276102088,Jan_2026
312,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709837,"Creation of Gas Dehydration Facilities, Tripura Asset",209,131.51,72.24,66,31/05/2024,31/05/2026,08/03/2022,-37.076555023923454,34.5645933014354,Jan_2026
313,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709800,"CUF POL Depot at Sadashibpur [Meramundali], Odisha",394,393.54,155.37,64,31/03/2026,31/03/2026,21/04/2021,-0.11675126903552781,39.434010152284266,Jan_2026
314,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709839,Daman Upside Development Project,4144,6406.9,5302.0,94,31/10/2025,28/02/2026,29/06/2022,54.60666023166022,127.94401544401543,Jan_2026
315,Oil & Gas,Ministry of Petroleum & Natural Gas,NRL,709864,DCU Revamp Project,370,370.0,282.45,70,17/07/2024,30/06/2026,05/08/2021,0.0,76.33783783783782,Jan_2026
316,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,616879,Demo Bio-ATF Project,364,364.0,49.39,35,16/01/2027,16/01/2027,22/03/2024,0.0,13.56868131868132,Jan_2026
317,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],610984,Development of Jharia CBM Block [Phase-1],431,431.0,238.67,61,21/01/2024,31/03/2026,21/11/2019,0.0,55.37587006960557,Jan_2026
318,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604863,Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija,683,726.93,597.01,94,29/02/2020,30/06/2026,10/01/2018,6.431918008784766,87.4099560761347,Jan_2026
319,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701344,Dhamra Haldia Pipeline Project,1031,1125.0,910.6,92,07/11/2022,31/03/2026,03/03/2020,9.117361784675072,88.32201745877789,Jan_2026
320,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,617302,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],1740,2493.15,2351.6,93,31/12/2020,31/03/2026,01/03/2017,43.2844827586207,135.1494252873563,Jan_2026
321,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709798,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants and expansion of Refinery,43367,43367.0,2703.6,19,31/05/2028,31/05/2028,15/05/2023,0.0,6.234233403278991,Jan_2026
322,Oil & Gas,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],612853,Gurdaspur Jammu Pipeline,522,521.9,262.9,43,11/07/2026,11/07/2026,12/07/2023,-0.01915708812260972,50.3639846743295,Jan_2026
323,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,607701,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU, Guwahati Refinery",412,577.0,467.7,90,31/10/2023,31/05/2026,19/05/2021,40.04854368932039,113.51941747572816,Jan_2026
324,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,709753,Haldia Panagarh Pipeline Project,1010,1107.0,762.7,92,08/11/2025,31/05/2026,09/11/2022,9.603960396039604,75.51485148514851,Jan_2026
325,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,709760,HP TDAE Unit in Mumbai Refinery,240,240.0,88.15,72,19/04/2026,19/04/2026,19/06/2024,0.0,36.72916666666667,Jan_2026
326,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,709752,HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery,160,220.0,106.27,82,30/06/2024,31/03/2026,23/09/2021,37.5,66.41874999999999,Jan_2026
327,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604853,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II, Faridabad",2282,3200.0,1834.01,64,31/12/2022,31/10/2026,27/06/2019,40.22787028921998,80.36853637160387,Jan_2026
328,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709777,Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni Refinery,389,340.0,91.23,54,30/04/2025,31/10/2026,31/01/2022,-12.596401028277635,23.452442159383036,Jan_2026
329,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709789,Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR,405,343.0,250.41,98,31/07/2025,20/02/2026,01/03/2023,-15.308641975308642,61.82962962962962,Jan_2026
330,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709783,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery and Petrochemical Complex.",165,247.69,164.54,81,30/06/2023,30/06/2026,22/12/2020,50.11515151515151,99.72121212121212,Jan_2026
331,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709778,Installation of new Biturox Unit along with allied facilities at Gujarat Refinery,328,287.0,163.55,76,08/08/2025,30/09/2026,31/01/2022,-12.5,49.862804878048784,Jan_2026
332,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,709851,Integrated Development of 4 Contract Areas under DSF-II,6184,6183.79,895.56,31,30/04/2027,30/04/2027,26/05/2023,-0.0033958602846060216,14.481888745148769,Jan_2026
333,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604859,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,13805,11783.0,8174.39,92,31/01/2024,31/08/2026,31/07/2020,-14.646867077145961,59.21325606664253,Jan_2026
334,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709842,"Kalol Redevelopment Project, Ahmedabad Asset",1487,1487.41,940.0,63,31/03/2027,31/03/2027,30/08/2022,0.027572293207806447,63.214525891055814,Jan_2026
335,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],400120,KG-DWN-98/2 Cluster - II Development Project - NELP Block,34012,34012.0,32559.0,96,30/06/2020,30/06/2026,28/03/2016,0.0,95.72797836057862,Jan_2026
336,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701228,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II,2915,5909.0,4614.8,96,31/12/2012,31/03/2026,22/06/2009,102.71012006861065,158.31217838765008,Jan_2026
337,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709785,Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL],202,202.07,63.32,50,08/02/2026,31/03/2027,09/02/2023,0.03465346534653128,31.346534653465348,Jan_2026
338,Oil & Gas,Ministry of Petroleum & Natural Gas,Chennai Petroleum Corporation Limited [CPCL],709750,Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline between CPCL Manali Refinery and CPCL Desalination plant at Ennore,205,205.0,80.82,56,21/09/2025,31/12/2026,22/01/2024,0.0,39.42439024390244,Jan_2026
339,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],400119,Life Extension of 48 well platforms of Mumbai High & Heera Fields,3191,3375.9,3123.2,90,30/04/2018,31/03/2026,22/12/2015,5.794421811344409,97.875274208712,Jan_2026
340,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,616933,Lube Modernization & Bottom Upgradation Project at Mumbai Refinery,4679,4679.0,236.11,8,16/03/2028,16/03/2028,16/12/2024,0.0,5.046163710194486,Jan_2026
341,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701330,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline,7392,7392.0,6344.0,90,30/06/2024,31/03/2026,07/07/2011,0.0,85.82251082251082,Jan_2026
342,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,709848,MHN TCPP PGC BGC Project [MTPBP],2329,2354.23,1223.5,69,19/05/2026,19/05/2026,29/06/2022,1.0832975525976822,52.53327608415629,Jan_2026
343,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701354,Mumbai Nagpur Jharsuguda Pipeline Project,7844,8255.0,6932.1,97,14/05/2023,28/02/2026,15/06/2020,5.239673635900051,88.3745537990821,Jan_2026
344,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701346,North East Gas Grid,9265,9265.0,6678.0,86,31/03/2024,31/03/2026,01/04/2020,0.0,72.07771181867241,Jan_2026
345,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604791,Numaligarh Refinery Expansion Project,12366,22494.0,18314.2,81,27/07/2024,30/09/2026,27/07/2020,81.90198932557011,148.10124535015365,Jan_2026
346,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709841,Old Pipe Line Replacement [OPRP] Group-A,173,169.84,157.81,90,18/07/2025,17/03/2026,01/07/2021,-1.8265895953757205,91.21965317919076,Jan_2026
347,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709846,Part Replacement Pipeline Project [PRPP],1219,1145.1,745.0,95,15/05/2024,26/02/2026,10/11/2022,-6.062346185397875,61.11566858080394,Jan_2026
348,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701329,Petrochemical and Lube Integration Project at Gujarat Refinery,18936,17825.0,13005.7,86,31/08/2024,30/06/2026,21/09/2020,-5.867131389945078,68.68240388677651,Jan_2026
349,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,709847,Pipeline Network Project Rudrasagar,481,481.03,227.27,51,27/04/2026,27/04/2026,27/01/2023,0.006237006237000565,47.24948024948025,Jan_2026
350,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,617827,"Pipeline Rehabilitation Project, Phase-II",680,680.0,2.93,18,17/12/2029,17/12/2029,18/12/2024,0.0,0.4308823529411765,Jan_2026
351,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709797,POL & LOBS Installations with Receipt Pipelines at Rasayani,2585,2585.0,972.34,74,31/05/2026,31/05/2026,15/05/2023,0.0,37.6147001934236,Jan_2026
352,Oil & Gas,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],611917,Poly Butadiene Rubber plant at Panipat,1459,2531.44,1447.65,81,31/03/2025,30/06/2026,16/03/2022,73.50514050719671,99.22206991089789,Jan_2026
353,Oil & Gas,Ministry of Petroleum & Natural Gas,NRL,709865,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme,294,293.5,97.22,99,31/12/2024,30/09/2026,12/04/2023,-0.17006802721088435,33.06802721088435,Jan_2026
354,Oil & Gas,Ministry of Petroleum & Natural Gas,Mangalore Refinary and Petrochemicals Limited,612790,Power System Upgradation Project,385,385.0,184.83,76,17/11/2025,12/05/2026,30/10/2023,0.0,48.00779220779221,Jan_2026
355,Oil & Gas,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],400161,"PP Project, Pata",911,1299.02,1073.0,99,31/01/2024,15/02/2026,05/03/2019,42.59275521405049,117.78265642151482,Jan_2026
356,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,616950,PRP-VIII [Group-A],1486,1486.4,394.85,35,28/02/2026,15/05/2026,05/09/2024,0.026917900403774623,26.571332436069987,Jan_2026
357,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,709849,PRP-VIII Group B [NH & BS Asset],2380,3165.53,2115.21,87,28/02/2026,15/05/2026,20/06/2024,33.005462184873956,88.87436974789917,Jan_2026
358,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],400169,Redevelopment of Linch Field,631,860.04,600.07,89,31/03/2025,31/03/2026,23/04/2021,36.297939778129944,95.09825673534074,Jan_2026
359,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],400167,Redevelopment of Santhal Field [Onshore-Mehsana Asset],1163,1162.56,1143.03,95,31/03/2026,31/03/2026,23/02/2017,-0.03783319002580005,98.28288907996561,Jan_2026
360,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],400087,Redevelopment of Sobhasan Complex,886,1347.61,934.83,85,31/03/2027,27/03/2027,13/08/2021,52.10045146726861,105.51128668171559,Jan_2026
361,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],709790,Replacement and Extension of Jetty Pipelines [REJP] at KR,622,621.87,220.0,95,31/03/2026,31/03/2026,01/03/2023,-0.020900321543407627,35.36977491961415,Jan_2026
362,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709840,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira",249,249.43,210.45,96,10/02/2025,30/04/2026,27/05/2022,0.1726907630522116,84.51807228915662,Jan_2026
363,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709781,Revamping / Augmentation of Facilities at Mathura Bitumen Plant,260,260.12,13.41,39,30/06/2027,31/12/2026,19/04/2022,0.046153846153847905,5.157692307692308,Jan_2026
364,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],709845,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal",837,837.34,327.55,60,31/08/2026,31/08/2026,30/11/2022,0.04062126642772185,39.13381123058542,Jan_2026
365,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,709774,Revamping/ Augmentation of facilities at existing port terminal at Mangalore,463,500.62,293.54,79,31/12/2025,30/06/2027,31/01/2022,8.125269978401729,63.39956803455724,Jan_2026
366,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",340,340.15,133.9,40,01/03/2027,01/03/2027,27/10/2023,0.04411764705881684,39.38235294117647,Jan_2026
367,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,709799,Setting up Polypropylene Unit at Kochi Refinery,4460,4460.0,443.12,22,31/10/2027,31/10/2027,19/12/2023,0.0,9.93542600896861,Jan_2026
368,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,617837,Siliguri Marketing Terminal [SMT] Capacity Augmentation Project,484,484.0,297.05,84,31/12/2025,30/09/2026,08/11/2021,0.0,61.37396694214876,Jan_2026
369,Oil & Gas,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],617828,Siliguri-Jhapa Pipeline Project,267,267.0,1.77,8,29/03/2029,29/03/2029,30/09/2024,0.0,0.6629213483146068,Jan_2026
370,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,701350,Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA,860,860.0,636.92,99,20/12/2024,31/03/2026,21/06/2021,0.0,74.06046511627906,Jan_2026
371,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,616254,Visakh Raipur Pipeline Project,2212,2212.0,159.29,27,10/09/2027,10/09/2027,11/09/2024,0.0,7.2011754068716085,Jan_2026
372,Railways,Ministry of Coal,Railway,400203,Dharamjaigarh-Korba,1686,2438.53,536.26,42,31/12/2026,31/08/2026,22/05/2018,44.63404507710559,31.80664294187426,Jan_2026
373,Railways,Ministry of Coal,Ministry of Coal,400416,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],1800,2564.34,1663.13,66,30/06/2025,30/06/2026,27/02/2018,42.46333333333334,92.39611111111111,Jan_2026
374,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,612834,3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR],252,0.0,105.68,70,28/12/2025,,19/04/2023,-100.0,41.93650793650794,Jan_2026
375,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,616697,3rd & 4th line between Vadlapudi -Gate Jn. cabin and Tie line between Gate Junction to Gangavaram port,154,0.0,41.38,60,30/06/2026,,11/04/2023,-100.0,26.870129870129873,Jan_2026
376,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705515,3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.,1173,2092.0,2083.09,86,31/03/2026,31/03/2026,11/07/2013,78.3461210571185,177.58653026427965,Jan_2026
377,Railways,Ministry of Railways,SECR,709819,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,168,0.0,0.18,6,31/12/2026,31/12/2026,12/09/2022,-100.0,0.10714285714285715,Jan_2026
378,Railways,Ministry of Railways,South Central Railway [SCR] - II,617216,3rd Line between Gudur Renigunta 83.17 Km,877,0.0,98.51,0,31/03/2027,,03/10/2024,-100.0,11.232611174458382,Jan_2026
379,Railways,Ministry of Railways,Central Railway,705498,3rd Line Kalyan - Kasara [67.35 Kilometres],793,1395.79,1024.34,69,31/12/2026,31/12/2026,14/09/2015,76.01387137452711,129.17276166456492,Jan_2026
380,Railways,Ministry of Railways,Central Railway [CR] - II,705506,3rd Line Manmad - Jalgaon [160 Kilometres],1035,1870.0,1800.16,100,31/12/2024,31/08/2025,30/05/2017,80.67632850241546,173.92850241545895,Jan_2026
381,Railways,Ministry of Railways,Central Railway [CR] - II,705502,3rd Line Wardha - Ballarshah [132 Kilometres],1385,2033.59,1743.27,98,31/12/2025,28/02/2026,07/03/2016,46.82960288808663,125.8678700361011,Jan_2026
382,Railways,Ministry of Railways,Central Railway [CR] - II,705500,3rd Line Wardha - Sewagram - Nagpur,540,916.53,798.89,88,31/12/2025,31/10/2026,04/09/2015,69.72777777777777,147.9425925925926,Jan_2026
383,Railways,Ministry of Railways,SECR,709815,4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23],177,177.03,0.0,4,31/01/2027,31/12/2027,30/09/2022,0.016949152542373523,0.0,Jan_2026
384,Railways,Ministry of Railways,SECR,709816,4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23],177,177.34,1.91,7,28/02/2027,28/02/2027,30/09/2022,0.1920903954802279,1.07909604519774,Jan_2026
385,Railways,Ministry of Railways,SECR,709817,4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23],169,169.06,20.47,63,30/11/2026,26/11/2026,15/09/2022,0.035502958579883,12.112426035502958,Jan_2026
386,Railways,Ministry of Railways,Western Railway WR - II,612072,4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS,962,961.67,361.72,19,31/03/2027,31/07/2028,03/02/2023,-0.03430353430353856,37.600831600831604,Jan_2026
387,Railways,Ministry of Railways,South East Central Railway [SECR] - II,612815,4th line between Nipania Bhatapara 14.4 Km,170,0.0,9.1,7,31/03/2027,,08/12/2022,-100.0,5.352941176470588,Jan_2026
388,Railways,Ministry of Railways,SECR,709818,4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23],328,328.34,63.51,30,31/01/2027,31/01/2027,12/09/2022,0.10365853658535823,19.36280487804878,Jan_2026
389,Railways,Ministry of Railways,Central Railway [CR] - II,705505,4th Line Wardha - Nagpur [78.7 Kilometres],638,1214.69,1040.86,88,31/12/2025,31/10/2026,20/04/2017,90.39028213166145,163.14420062695922,Jan_2026
390,Railways,Ministry of Railways,CAO/C/NCR,705919,Agra Fort-Bandikui Doubling Line Project,1390,1390.0,389.98,61,30/06/2027,27/06/2027,01/06/2022,0.0,28.05611510791367,Jan_2026
391,Railways,Ministry of Railways,Central Railway [CR] - II,705356,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km],2539,4957.27,5211.1,98,31/03/2026,31/03/2026,01/01/1999,95.24497833792833,205.242221346987,Jan_2026
392,Railways,Ministry of Railways,North Western Railway [NWR],616843,AJMER- CHANDERIYA DOUBLING,1635,0.0,211.26,10,30/06/2027,,19/02/2024,-100.0,12.921100917431191,Jan_2026
393,Railways,Ministry of Railways,CAO/C/NCR,705774,Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project,758,779.49,453.66,73,31/01/2025,31/03/2027,01/04/2019,2.8350923482849613,59.849604221635886,Jan_2026
394,Railways,Ministry of Railways,North Central Railway,705918,Allahabad division - Aligarh - Harduaganj Flyover,1457,0.0,400.19,34,30/10/2026,31/03/2027,30/04/2020,-100.0,27.46671242278655,Jan_2026
395,Railways,Ministry of Railways,North Central Railway,705771,Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project,494,494.0,384.81,70,31/03/2026,26/03/2026,01/04/2019,0.0,77.89676113360325,Jan_2026
396,Railways,Ministry of Railways,CAO/C/NR,705583,Anand Vihar-Tilak Bridge 3rd & 4th line,667,667.0,291.39,64,31/03/2023,31/12/2027,31/03/2013,0.0,43.68665667166417,Jan_2026
397,Railways,Ministry of Railways,Construction NER,617252,Anandnagar - Ghugli via Maharajganj New line 52.7 km,958,0.0,459.99,23,21/03/2028,,25/10/2023,-100.0,48.01565762004176,Jan_2026
398,Railways,Ministry of Railways,East Central Railway [ECR] - I,705368,Araria Supaul New BG Line,1605,2514.0,1651.44,45,31/03/2024,31/01/2027,29/06/2018,56.63551401869159,102.89345794392524,Jan_2026
399,Railways,Ministry of Railways,South Central Railway [SCR] - II,611751,AURANGABAD-ANKAI - DOUBLING PROJECT 98.25 Km,961,0.0,803.0,1,31/03/2027,,25/05/2023,-100.0,83.55879292403746,Jan_2026
400,Railways,Ministry of Railways,CentralRailway,617361,Babupeth - Sasti New Rail Line [13.114 KMs],363,362.81,0.48,0,31/03/2028,,25/10/2024,-0.05234159779614262,0.13223140495867766,Jan_2026
401,Railways,Ministry of Railways,CAO/C/SER,616587,Badampahar-Kendujhargarh new line [82.06 km],1876,0.0,1.93,0,31/12/2029,,19/08/2024,-100.0,0.10287846481876331,Jan_2026
402,Railways,Ministry of Railways,South Western Railway [SWR] - II,705495,Bagalkot-Kudachi New Railway Line [142 km],1378,1649.0,750.4,35,31/03/2027,31/01/2027,04/10/2013,19.666182873730044,54.45573294629899,Jan_2026
403,Railways,Ministry of Railways,North Eastern Railway (NER) - II,400204,Bahraich-Shravasti-Balrampur-Siddharthnagar -Santkabir nagar,4940,4939.78,1283.08,8,30/10/2030,31/10/2030,03/10/2018,-0.004453441295551714,25.97327935222672,Jan_2026
404,Railways,Ministry of Railways,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],703586,Baiyyappanahalli - Hosur Doubling Project [48 km],499,748.7,677.84,87,31/03/2024,31/01/2026,01/04/2019,50.040080160320656,135.83967935871743,Jan_2026
405,Railways,Ministry of Railways,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],705941,Bangalore Suburban Railway Project,15767,0.0,2384.86,19,31/12/2026,31/03/2030,21/10/2020,-100.0,15.125642164013447,Jan_2026
406,Railways,Ministry of Railways,South Western Railway [SWR] - II,705663,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,493,493.0,282.53,84,28/02/2026,28/02/2026,20/02/2018,0.0,57.30831643002028,Jan_2026
407,Railways,Ministry of Railways,CAO/C/SER,616586,Bangriposi-Gorumahisani new line [ 85.60 km ],2269,0.0,4.41,0,31/12/2029,,19/08/2024,-100.0,0.19435874834728958,Jan_2026
408,Railways,Ministry of Railways,Ministry of Railways,705782,Barabanki-Malhaur 3rd & 4th Railway Line Project,407,407.0,381.0,77,31/03/2025,31/08/2026,01/01/2019,0.0,93.61179361179362,Jan_2026
409,Railways,Ministry of Railways,Central Railway,705357,Baramati Lonand New Line Project,138,1843.9,903.95,60,31/03/2027,31/03/2027,31/03/2016,1236.1594202898552,655.036231884058,Jan_2026
