sr_no,sector,line_ministry,implementing_agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion_date,revised_completion_date,sanction_date,cost_overrun_percent,expenditure_ratio,snapshot_month
1,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],706718,C/o NITB Imphal Airport,499,499.0,161.3,43,13/07/2024,31/12/2026,01/11/2021,0.0,32.324649298597194,Jan_2026
2,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701121,Construction of New Domestic Terminal Building at Rajahmundry Airport.,347,0.0,135.95,73,13/08/2025,31/03/2026,30/12/2022,-100.0,39.178674351585016,Jan_2026
3,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701101,"Construction of New Domestic Terminal Building [Phase-I and II] and other allied structures at JPNI Airport, Patna",1217,1216.9,1182.02,97,31/05/2026,31/05/2026,27/12/2018,-0.00821692686934339,97.12571898110106,Jan_2026
4,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612788,Construction of New Domestic Terminal Building and Miscellaneous Works at Belagavi Airport.,322,0.0,170.49,74,01/02/2026,30/04/2026,02/06/2023,-100.0,52.947204968944106,Jan_2026
5,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612787,Construction of New Domestic Terminal Building and Miscellaneous works at Hubli Airport,320,0.0,112.06,64,21/01/2026,30/06/2026,02/06/2023,-100.0,35.01875,Jan_2026
6,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612786,"Construction of New Domestic Terminal Building Building and miscellaneous works including maintenance, operations and AICMC at Kadapa Airport",266,0.0,97.14,50,27/01/2026,31/05/2026,10/03/2023,-100.0,36.5187969924812,Jan_2026
7,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701128,Construction of New Integrated Passenger Terminal Building at Udaipur Airport,887,887.0,479.75,59,10/03/2026,26/09/2026,21/06/2023,0.0,54.08680947012401,Jan_2026
8,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701107,Construction of New Integrated Terminal Building and associated works including apron to park 3 code E type of aircraft or 6 code C type of aircraft at Vijayawada Airport.,612,611.8,523.14,87,04/09/2022,31/07/2026,17/06/2020,-0.03267973856209894,85.48039215686273,Jan_2026
9,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701127,Construction of New Passenger Terminal Building for Domestic Operations at Jodhpur Airport.,480,480.0,331.35,95,31/03/2026,31/01/2026,01/06/2022,0.0,69.03125,Jan_2026
10,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],611047,"Construction of NTB complex including apron, taxi track and other associated civil works and electrical & mechanical installations towards Tawi River side at CA Jammu.",861,861.37,271.48,46,21/06/2026,21/06/2026,10/10/2023,0.04297328687572643,31.530778164924513,Jan_2026
11,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],400010,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",480,640.0,492.21,78,14/09/2021,31/07/2026,27/07/2018,33.33333333333333,102.54375,Jan_2026
12,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612789,"Development of additional RESA on either end on Runway 10-28 at Calicut Airport. Construction of embankment with slope protection, drainage system and associated works for additional RESA on either end on Runway 10-28",485,0.0,128.81,39,28/09/2025,30/06/2026,07/06/2023,-100.0,26.558762886597936,Jan_2026
13,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701126,"Development of Dholera International Greenfield Airport , Gujarat",1305,1551.0,816.15,75,30/06/2026,30/06/2026,14/06/2022,18.850574712643677,62.54022988505747,Jan_2026
14,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],619054,Development of Keshod Airport.,363,0.0,20.47,13,31/01/2027,,,-100.0,5.639118457300276,Jan_2026
15,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701113,"Development of Lal Bahadur Shastri International airport, Varanasi including C/o New Terminal Building, Apron Extension, Runway Extension, PTT and allied works.",2870,0.0,446.45,22,20/07/2027,20/07/2027,04/07/2024,-100.0,15.55574912891986,Jan_2026
16,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612194,Development of New Civil Enclave and associated works at Darbhanga Airport,912,0.0,290.1,53,11/07/2026,,03/07/2024,-100.0,31.80921052631579,Jan_2026
17,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],611495,Development of New Civil Enclave at Bagdogra Airport,1549,1549.0,380.97,17,07/03/2027,03/01/2027,29/08/2024,0.0,24.594577146546158,Jan_2026
18,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612183,Development of New Civil Enclave at Bihta,1413,0.0,0.0,1,31/03/2027,,28/08/2024,-100.0,0.0,Jan_2026
19,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],618977,"Development of New Greenfield Airport at Bundi, Kota Rajasthan.",1507,0.0,18.8,4,19/10/2027,,29/08/2025,-100.0,1.2475116124751162,Jan_2026
20,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701122,Development of New Integrated Civil Enclave at Agra Airport,579,0.0,154.3,32,04/07/2026,,18/06/2024,-100.0,26.64939550949914,Jan_2026
21,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],701105,Goa Airport Terminal Building Extension Project,256,255.69,154.3,98,09/12/2021,30/04/2026,09/11/2017,-0.12109375000000089,60.27343750000001,Jan_2026
22,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Adani Airport Holdings Limited,706724,Guwahati Airport New Integrated Terminal Building Construction Project,1712,2520.0,2558.19,96,31/03/2025,31/03/2026,01/12/2016,47.19626168224299,149.4269859813084,Jan_2026
23,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],611602,"Modernization of Chennai Airport, Phase II, Part 2",1207,0.0,230.44,29,31/07/2025,30/06/2026,14/05/2018,-100.0,19.09196354598177,Jan_2026
24,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612791,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata.",328,0.0,111.43,53,02/10/2025,31/08/2026,04/03/2023,-100.0,33.97256097560975,Jan_2026
25,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],611570,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai, Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL",500,0.0,358.76,77,11/09/2025,31/08/2026,18/12/2020,-100.0,71.752,Jan_2026
26,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],612793,"Widening of basic strip at Western Side of Runway Chainage 80m to 920m i/c slope stabilization Measures [Balance work] of uphill and Improvement of Storm Water Drainage System at Pakyong Airport, Sikkim on design & build basis [EPC] with integrated 10 years maintenance.",323,0.0,51.21,25,02/06/2026,,21/11/2023,-100.0,15.854489164086688,Jan_2026
27,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],613800,JAGANNATHPUR OC RCE PROJECT,459,0.0,274.35,96,31/03/2025,31/03/2026,25/07/2016,-100.0,59.77124183006537,Jan_2026
28,Coal,Ministry of Coal,Ministry of Coal,611016,2.0 MTPA BHOJUDIH NLW WASHERY,385,0.0,359.08,97,30/09/2020,28/02/2026,08/12/2015,-100.0,93.26753246753246,Jan_2026
29,Coal,Ministry of Coal,Ministry of Coal,611017,2.5 MTPA PATHERDIH NLW WASHERY,334,0.0,151.13,51,30/04/2018,31/12/2026,31/10/2015,-100.0,45.24850299401197,Jan_2026
30,Coal,Ministry of Coal,Western Coalfields Limited [WCL],616223,ADASA UG TO OC MINE,316,0.0,208.69,86,31/03/2024,31/03/2026,16/11/2018,-100.0,66.04113924050633,Jan_2026
31,Coal,Ministry of Coal,Ministry of Coal,400148,AMADAND OCP[4.0MTY],869,0.0,279.78,75,31/03/2021,31/03/2027,05/03/2016,-100.0,32.195627157652474,Jan_2026
32,Coal,Ministry of Coal,Western Coalfields Limited [WCL],616229,AMAL GONDEGAON GHATROHANA EXPN,669,0.0,1.17,0,31/03/2029,,10/09/2024,-100.0,0.1748878923766816,Jan_2026
33,Coal,Ministry of Coal,Ministry of Coal,611864,AMALAGAMATED NTST KUJAMA OCP 8.5MTY,4012,0.0,414.93,28,31/03/2030,,04/01/2023,-100.0,10.34222333000997,Jan_2026
34,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615185,AMALGAMATED DHANKASA & JAMUNIA,399,0.0,98.57,67,31/03/2027,,19/09/2022,-100.0,24.70426065162907,Jan_2026
35,Coal,Ministry of Coal,Western Coalfields Limited [WCL],616050,AMALGAMATED INDER-KAMPTEE DEEP,236,0.0,132.1,98,31/03/2024,31/03/2026,22/09/2018,-100.0,55.974576271186436,Jan_2026
36,Coal,Ministry of Coal,Western Coalfields Limited [WCL],400177,AMALGAMATED YEKONA I & YEKONA,727,0.0,539.0,80,31/03/2025,31/03/2026,12/08/2015,-100.0,74.14030261348006,Jan_2026
37,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],613798,AMERA OC RCE [1.0 MTY],336,0.0,90.07,42,31/03/2026,,04/02/2015,-100.0,26.806547619047617,Jan_2026
38,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],613799,AMGAON OC RCE [1.0 MTY],316,0.0,188.72,78,31/03/2026,,25/07/2015,-100.0,59.72151898734177,Jan_2026
39,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615916,AMLG GAURI PAUNI EXPANSION OC,1225,0.0,81.05,2,31/03/2030,,26/04/2024,-100.0,6.616326530612245,Jan_2026
40,Coal,Ministry of Coal,MCL - CIL,616233,BALABHADRA OCP,978,0.0,214.56,12,31/03/2030,,19/04/2023,-100.0,21.938650306748468,Jan_2026
41,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],400183,BALARAM EXPANSION OCP,3504,0.0,976.35,53,31/03/2029,,04/08/2020,-100.0,27.8638698630137,Jan_2026
42,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615330,BALLARPUR NORTH WEST OC MINE,361,0.0,0.02,4,31/03/2029,,16/12/2022,-100.0,0.0055401662049861505,Jan_2026
43,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],400149,BAROUD OC EXPANSION [3.0-10.0M,2310,0.0,958.18,55,31/03/2029,,04/08/2020,-100.0,41.47965367965368,Jan_2026
44,Coal,Ministry of Coal,MCL - CIL,615193,BASUNDHARA WEST EXTENSION OPEN,479,0.0,275.1,66,31/03/2019,31/03/2029,07/05/2014,-100.0,57.432150313152405,Jan_2026
45,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],400392,BHARATPUR RE-ORGANIZATION OCP,2839,0.0,1678.4,48,31/03/2029,,12/11/2018,-100.0,59.11940824233886,Jan_2026
46,Coal,Ministry of Coal,Western Coalfields Limited [WCL],400033,BHATADI EXPANSION OC,581,0.0,86.77,33,31/03/2028,,11/02/2020,-100.0,14.93459552495697,Jan_2026
47,Coal,Ministry of Coal,MCL - CIL,616231,BHUBANESWARI EXPN OCP 50 MTY,5366,0.0,472.93,30,31/03/2033,,26/03/2024,-100.0,8.81345508758852,Jan_2026
48,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],400369,BINA KAKRI AMALGAMATION EXPANS,836,0.0,831.11,89,31/03/2024,31/03/2027,25/08/2020,-100.0,99.41507177033493,Jan_2026
49,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],400162,BLOCK B EXPANSION [3.5 TO 8.0,999,0.0,492.6,48,31/03/2023,31/03/2027,22/07/2019,-100.0,49.30930930930931,Jan_2026
50,Coal,Ministry of Coal,Ministry of Coal,616253,BLOCK E OCP,5851,0.0,20.32,4,31/03/2029,,26/03/2024,-100.0,0.347291061357033,Jan_2026
51,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],400180,BONJEMEHARI EXPANSION OCP,570,570.11,83.47,17,31/03/2026,31/03/2030,10/08/2021,0.019298245614037483,14.643859649122806,Jan_2026
52,Coal,Ministry of Coal,Ministry of Coal,400138,CHANDRAGUPT OCP,974,0.0,440.75,24,31/03/2032,,04/08/2020,-100.0,45.25154004106776,Jan_2026
53,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],400172,CHITRA EAST OC,514,0.0,230.98,53,31/03/2026,31/03/2028,11/08/2018,-100.0,44.93774319066148,Jan_2026
54,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],616225,CHUPERBHITA SIMLONG OCP MDO 6,979,0.0,0.0,0,31/03/2037,,29/12/2023,-100.0,0.0,Jan_2026
55,Coal,Ministry of Coal,Western Coalfields Limited [WCL],400353,DHUPTALA OC [SASTI UG TO OC ],711,0.0,172.84,19,31/03/2028,,12/02/2019,-100.0,24.30942334739803,Jan_2026
56,Coal,Ministry of Coal,Western Coalfields Limited [WCL],400178,DINESH[MAKARDHOKRA-III] OC,823,0.0,630.25,34,31/03/2027,,11/02/2020,-100.0,76.57958687727825,Jan_2026
57,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],400354,DIPKA EXPANSION OCP [40 MTY],5241,0.0,2872.57,37,31/03/2029,,24/12/2020,-100.0,54.809578324747186,Jan_2026
58,Coal,Ministry of Coal,Ministry of Coal,400156,EPR AMRAPALI OCP,5136,0.0,1264.89,42,31/03/2028,,11/02/2020,-100.0,24.627920560747665,Jan_2026
59,Coal,Ministry of Coal,Ministry of Coal,400155,EPR ASHOK OC,2898,0.0,185.05,26,31/03/2031,,10/05/2021,-100.0,6.3854382332643205,Jan_2026
60,Coal,Ministry of Coal,Ministry of Coal,400154,EPR PUNDI OCP,713,0.0,236.58,10,31/03/2027,,11/11/2020,-100.0,33.180925666199165,Jan_2026
61,Coal,Ministry of Coal,Ministry of Coal,400153,EPR ROHINI - KARKETTA OCP,1020,0.0,84.94,21,31/03/2028,,18/01/2021,-100.0,8.327450980392156,Jan_2026
62,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615331,GADEGAON OC 3 MTY,497,0.0,0.08,2,31/03/2030,,28/10/2023,-100.0,0.01609657947686117,Jan_2026
63,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615206,GANDHIGRAM UG MINE,414,0.0,18.05,56,31/03/2026,,31/08/2019,-100.0,4.359903381642512,Jan_2026
64,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615917,GAURIDEEP/GAURI CENTRAL OCP 7.,973,0.0,1.04,0,31/03/2030,,08/08/2023,-100.0,0.10688591983556012,Jan_2026
65,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],400424,GEVRA OC [70 MTY],11816,0.0,6822.05,78,31/03/2023,31/03/2027,05/03/2016,-100.0,57.73569735951253,Jan_2026
66,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615914,GHONSA EXPANSION DEEP OC MINE,185,0.0,14.88,5,31/03/2029,,23/03/2021,-100.0,8.043243243243243,Jan_2026
67,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615860,Godavarikhani Coal Mine - 5,607,0.0,197.28,71,31/03/2025,31/03/2026,01/07/2019,-100.0,32.500823723229,Jan_2026
68,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615192,GOKUL EXTENSION OC MINE,310,0.0,48.32,8,31/03/2026,,23/04/2021,-100.0,15.587096774193549,Jan_2026
69,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615862,Goleti Opencast Mine,346,0.0,99.09,28,31/03/2026,,01/07/2021,-100.0,28.638728323699425,Jan_2026
70,Coal,Ministry of Coal,MCL - CIL,400185,GOPALJI KANIHA OCP [10 TO 30 M,8416,6107.87,1750.64,31,31/03/2030,,25/04/2022,-27.425499049429657,20.80133079847909,Jan_2026
71,Coal,Ministry of Coal,MCL - CIL,616232,HINGULA II OC EXPN PH III 15 M,1562,0.0,275.56,26,31/03/2029,,07/11/2022,-100.0,17.641485275288094,Jan_2026
72,Coal,Ministry of Coal,ECL - CIL,400018,HURA C OCP,859,0.0,454.68,63,31/03/2029,,10/08/2022,-100.0,52.93131548311991,Jan_2026
73,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615861,Indaram Opencast Project,425,0.0,405.17,80,31/03/2025,31/03/2026,01/08/2017,-100.0,95.33411764705882,Jan_2026
74,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],616226,INTEGRATED KULDA GARJANBAHAL O,3564,0.0,608.8,4,31/03/2033,,19/04/2023,-100.0,17.081930415263745,Jan_2026
75,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],400187,INTEGRATED LAKHANPUR-BELPAHAR-,2435,0.0,1897.72,72,31/03/2027,,22/05/2018,-100.0,77.93511293634498,Jan_2026
76,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],612816,ITAPARA OCP,929,0.0,70.05,8,31/03/2030,,29/12/2023,-100.0,7.540365984930032,Jan_2026
77,Coal,Ministry of Coal,CCL - CIL,616236,JARANGDIH EXPN. OCP 1.5 MTY,414,0.0,85.6,33,31/03/2029,,03/02/2020,-100.0,20.67632850241546,Jan_2026
78,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615818,Jawahar Khani Open Cast Mine,298,0.0,47.06,20,31/03/2025,31/03/2027,01/12/2021,-100.0,15.791946308724834,Jan_2026
79,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],619032,JAYANT EXPN. [20 TO 38 MTPA],25560,0.0,27.5,0,31/03/2032,,27/02/2025,-100.0,0.10758998435054773,Jan_2026
80,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],400312,JHANJRA EXPANSION UG,1210,0.0,550.2,45,31/03/2029,,16/04/2020,-100.0,45.47107438016529,Jan_2026
81,Coal,Ministry of Coal,Ministry of Coal,400352,JHARKHAND-LAIYO OCP,765,0.0,145.81,29,31/03/2031,,25/08/2020,-100.0,19.060130718954248,Jan_2026
82,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],613803,JHIRIA WEST OCP [1.5 MTY],367,0.0,34.12,41,31/03/2029,,30/01/2024,-100.0,9.29700272479564,Jan_2026
83,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615865,Kakatiyakhani OC - 2 Project,442,0.0,231.61,63,31/03/2025,31/03/2026,19/08/2017,-100.0,52.40045248868779,Jan_2026
84,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615858,Kalyanikhani Opencast Project,384,0.0,285.2,75,31/03/2026,,01/03/2016,-100.0,74.27083333333333,Jan_2026
85,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],613802,KANCHAN OC EXP,371,0.0,144.61,58,31/03/2026,31/03/2028,17/12/2014,-100.0,38.97843665768194,Jan_2026
86,Coal,Ministry of Coal,Ministry of Coal,400074,KARO EXPANSION OCP,908,0.0,278.34,22,31/03/2029,,24/01/2022,-100.0,30.654185022026432,Jan_2026
87,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],615191,KATKONA RO UG MINE,329,0.0,61.34,2,31/03/2029,,29/01/2023,-100.0,18.64437689969605,Jan_2026
88,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],615183,KHADIA EXPANSION [10 TO 16 MTP,492,0.0,266.47,53,31/03/2025,31/03/2027,25/06/2021,-100.0,54.16056910569106,Jan_2026
89,Coal,Ministry of Coal,Western Coalfields Limited [WCL],617278,KOLARPIMPRI EXPANSION OC [2.5,630,0.0,0.0,0,31/03/2030,,05/06/2024,-100.0,0.0,Jan_2026
90,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615199,KOLGAON EXPANSION DEEP OC MINE,199,0.0,18.17,2,31/03/2027,,28/01/2023,-100.0,9.13065326633166,Jan_2026
91,Coal,Ministry of Coal,Ministry of Coal,400073,KONAR EXPANSION OCP,799,0.0,429.61,46,31/03/2032,,24/01/2022,-100.0,53.76846057571966,Jan_2026
92,Coal,Ministry of Coal,Ministry of Coal,400139,KOTRE BASANTPUR PACHMO OCP,861,625.4,455.95,42,31/03/2032,,04/08/2020,-27.36353077816493,52.95586527293844,Jan_2026
93,Coal,Ministry of Coal,SECL - CIL,617287,KUSMUNDA OC EXPANSION PROJECT,4517,0.0,785.12,21,31/03/2030,,29/11/2024,-100.0,17.381447863626303,Jan_2026
94,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],613801,MAHAMAYA OCP [1.50 MTY],410,0.0,183.99,54,31/03/2026,31/03/2028,24/05/2018,-100.0,44.87560975609756,Jan_2026
95,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615189,MAKARDHOKRA EXPN OC 4.9 MTY,362,0.0,85.75,11,31/03/2026,,14/06/2022,-100.0,23.6878453038674,Jan_2026
96,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],617288,MANIKPUR OC EXPANSION PROJECT,383,0.0,113.03,21,31/03/2029,,13/01/2025,-100.0,29.511749347258487,Jan_2026
97,Coal,Ministry of Coal,Bharat Coking Coal Limited [BCCL],400313,Master Plan for Jharia and Raniganj Coalfields,2662,0.0,794.33,43,11/08/2019,31/12/2028,12/08/2009,-100.0,29.839594290007515,Jan_2026
98,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],400173,MOHANPUR EXPANSION OC -PHASE I,889,0.0,121.34,31,31/03/2026,31/03/2030,11/11/2020,-100.0,13.649043869516312,Jan_2026
99,Coal,Ministry of Coal,Ministry of Coal,400425,MOONIDIH XV SEAM UG,1230,0.0,649.78,82,31/03/2019,31/05/2026,12/08/2011,-100.0,52.82764227642276,Jan_2026
100,Coal,Ministry of Coal,Ministry of Coal,613808,MURAIDIH UG PROJECT,340,0.0,191.0,70,30/04/2014,31/12/2026,14/02/2011,-100.0,56.1764705882353,Jan_2026
101,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615919,N. EXTN. MUNGOLI NIRGUDA D OCP,1025,0.0,175.75,0,31/03/2029,,05/06/2024,-100.0,17.146341463414636,Jan_2026
102,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615857,Naini Coal Mine,494,0.0,491.33,80,31/03/2026,,01/03/2020,-100.0,99.45951417004049,Jan_2026
103,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],400181,NAKRAKONDA KUMARDIH- B OCP,503,502.67,71.86,27,31/03/2029,,11/08/2018,-0.06560636182902267,14.286282306163024,Jan_2026
104,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615188,NEW MAJRI UG TO OC 3 MTY COST,402,0.0,63.1,24,31/03/2027,,25/05/2019,-100.0,15.696517412935323,Jan_2026
105,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],400321,NIGAHI EXPANSION [15 TO 25 MTP,1730,0.0,880.24,48,31/03/2025,31/03/2028,11/11/2020,-100.0,50.88092485549133,Jan_2026
106,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615982,NILJAI EXPANSION DEEP OCP,320,0.0,188.33,79,31/03/2022,31/03/2026,27/08/2016,-100.0,58.853125000000006,Jan_2026
107,Coal,Ministry of Coal,Ministry of Coal,400151,NORTH URIMARI EXPANSION OCP,779,0.0,602.95,68,31/03/2029,,12/07/2021,-100.0,77.400513478819,Jan_2026
108,Coal,Ministry of Coal,NLC India Limited [NLCIL],400142,Pachwara South Coal Block,2243,0.0,1289.25,87,30/09/2028,,10/03/2016,-100.0,57.47882300490414,Jan_2026
109,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],616230,PARASCOLE JAMBAD OCP,1194,0.0,10.9,0,31/03/2037,,29/11/2024,-100.0,0.9128978224455612,Jan_2026
110,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],613794,PARASEA-BELBAID UG PROJECT,389,0.0,132.48,22,31/03/2028,,31/01/2023,-100.0,34.056555269922875,Jan_2026
111,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],616234,PELMA OC MDO,1725,0.0,15.91,40,31/03/2033,,14/10/2022,-100.0,0.9223188405797101,Jan_2026
112,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],400144,PORDA CHIMTAPANI OCP [10 MTY],2310,0.0,92.68,10,31/03/2029,,24/12/2020,-100.0,4.012121212121213,Jan_2026
113,Coal,Ministry of Coal,Ministry of Coal,400160,RAJRAPPA RCE OCP,511,0.0,488.71,77,31/03/2016,31/03/2027,23/12/2009,-100.0,95.63796477495107,Jan_2026
114,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],400152,RAMPUR BATURA OCP [4.0MTY],1249,0.0,498.6,44,31/03/2026,,22/07/2019,-100.0,39.91993594875901,Jan_2026
115,Coal,Ministry of Coal,Bharat Coking Coal Limited (BCCL),617416,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of affected families in Jharia Coalfield- Reg.",5940,0.0,29.81,21,31/12/2028,,25/06/2025,-100.0,0.5018518518518519,Jan_2026
116,Coal,Ministry of Coal,SECL - CIL,619053,RPR FOR RAMPUR BATURA OCP,1605,0.0,0.0,0,31/03/2030,,30/05/2025,-100.0,0.0,Jan_2026
117,Coal,Ministry of Coal,Ministry of Coal,400150,RPR MAGADH EXP OCP,7254,0.0,1618.78,38,31/03/2028,,04/08/2020,-100.0,22.31568789633306,Jan_2026
118,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615918,RPR OF BHANEGAON OC,405,0.0,15.55,7,31/03/2028,,02/02/2017,-100.0,3.839506172839506,Jan_2026
119,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615187,RPR OF VISHNUPURI UG TO OC,221,0.0,0.0,11,31/03/2029,,04/11/2022,-100.0,0.0,Jan_2026
120,Coal,Ministry of Coal,Western Coalfields Limited [WCL],613804,RPR TAWA-III UG 0.84 MTY,314,0.0,6.09,17,31/03/2027,,28/12/2021,-100.0,1.9394904458598725,Jan_2026
121,Coal,Ministry of Coal,Ministry of Coal,400136,SANGHMITRA OC,2660,0.0,6.57,16,31/03/2032,,26/03/2024,-100.0,0.2469924812030075,Jan_2026
122,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615184,SAONER UG MINE -1 EXPANSION 1.,229,0.0,146.08,68,31/03/2028,,31/01/2022,-100.0,63.79039301310044,Jan_2026
123,Coal,Ministry of Coal,Western Coalfields Limited [WCL],619055,SAONER-III EXPN UG MINE 1.54,444,0.0,0.0,0,31/03/2032,,25/08/2025,-100.0,0.0,Jan_2026
124,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615186,SASTI EXPANSION OPENCAST,319,0.0,98.25,20,31/03/2026,,04/08/2020,-100.0,30.799373040752354,Jan_2026
125,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615195,SHARDA UG MINE,166,0.0,5.13,9,31/03/2028,,29/07/2022,-100.0,3.0903614457831323,Jan_2026
126,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],613793,SHYAMSUNDARPUR UG INCLUDING SA,484,0.0,63.66,16,31/03/2026,31/03/2028,16/04/2020,-100.0,13.152892561983471,Jan_2026
127,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],400166,SIARMAL OCP,5195,0.0,3462.83,57,31/03/2029,,02/02/2021,-100.0,66.65697786333013,Jan_2026
128,Coal,Ministry of Coal,ECL - CIL,400182,SIDULI [OC & UG],535,535.17,5.59,14,31/03/2027,31/03/2030,22/05/2018,0.031775700934571785,1.044859813084112,Jan_2026
